"Room","Date","LA","GPP","R_leaf","R_root","R_stem","R_leaf_se","R_root_se","R_stem_se","Rm_leaf","Rm_stem","Rm_root"
1,2016-01-08,0.00272757418089654,0.0163046150784885,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00223573188495608,0.0004865070029706,0.000872718897740435
1,2016-01-17,0.0032955083436342,0.0212280908452787,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00411713215534658,0.000776933057352831,0.00186308134190311
1,2016-01-15,0.00302926841617315,0.0154378077255827,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00372201689739365,0.000698439223346087,0.0016480040862623
1,2016-01-26,0.00581593262016681,0.0323609468613926,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00624357494354204,0.00134800836911152,0.00313291887389
1,2016-01-24,0.0050924214883147,0.0193337819456414,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00570818495036826,0.00119267402427797,0.00279134958940177
1,2016-01-11,0.00276348835993019,0.0204117191919719,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00291938073187472,0.000573225362458201,0.00122492042303908
1,2016-01-09,0.00272842240984254,0.0129324764120805,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00247588939669322,0.000516036741262602,0.000996050132316437
1,2016-01-18,0.00346973705561024,0.0254047419767541,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00432100760916229,0.000822441705253191,0.00197606780016774
1,2016-01-16,0.00314942558509903,0.0174741189085658,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00391821796866569,0.000735816992432014,0.00175416143483339
1,2016-01-27,0.00620465872901579,0.025720193173324,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00652680385176876,0.00143064251701542,0.00332002834647704
1,2016-01-25,0.00544464835346975,0.0194129285816404,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00597083878172299,0.00126861007936717,0.00295693230311147
1,2016-01-12,0.00280214680873506,0.0166994263744136,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00312721085877101,0.000602192819651104,0.00133306746457825
1,2016-01-10,0.00273965368157655,0.017854208691049,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00270302296175744,0.000544724765376915,0.00111301597651723
1,2016-01-19,0.00367369276432183,0.0269359897248153,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00453178619254171,0.000872850446004374,0.00209432731099744
1,2016-01-30,0.00748241145759326,0.0427057749779622,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00745460800482233,0.00170099488299394,0.00395880397878661
1,2016-01-28,0.00660921112062662,0.0428146044865856,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00682093592234655,0.00151628614658332,0.00351897976561222
1,2016-02-06,0.0127988667527153,0.0683139989593794,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0110340355277366,0.00286798266521954,0.00628177385745656
1,2016-01-13,0.00285784939182277,0.020295439230849,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00332876149417228,0.000632281424100287,0.001438761093831
1,2016-02-13,0.0246933414800858,0.175642968077075,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0185313354372233,0.00562802886190462,0.0103101182293884
1,2016-01-22,0.00445160220019085,0.0128831564165154,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0052114826152783,0.00105209412404731,0.0024885195542302
1,2016-01-31,0.00797956183082099,0.0532505393183978,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00781017193553594,0.00180689272696016,0.00420595397721882
1,2016-01-29,0.0070308591034867,0.0385256858453147,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00712776367003044,0.00160537519860276,0.00373093209557284
1,2016-02-07,0.0140546254002829,0.0873601723102115,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0118343208766839,0.00315075838790411,0.00675791039744646
1,2016-01-14,0.00293281647302493,0.0172440084112809,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0035262807898045,0.000664145462950394,0.00154330530349359
1,2016-02-14,0.0267201561075358,0.175621222696004,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0198573391951781,0.00612864278085746,0.0108949881952735
1,2016-01-23,0.00476086758409171,0.0287796738372051,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00545520303353446,0.00112042658033949,0.00263545168802124
1,2016-02-01,0.00853800387104461,0.0423358584102693,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00820315847098483,0.00192681625770476,0.00447574065283478
1,2016-02-10,0.0188450500447514,0.139764878360066,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0148296816878183,0.00424308364091155,0.00845159457690408
1,2016-02-08,0.0154815312499692,0.114082789694875,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0127329498920619,0.0034737924877903,0.00728019354837726
1,2016-02-17,0.0325541179314696,0.217985430639971,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0239146727866512,0.00766815244020068,0.0123297909884175
1,2016-02-15,0.0287286825112228,0.201306080425462,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0212059459682986,0.0066393074756235,0.0114368376127724
1,2016-02-04,0.0107380164724377,0.0461501469902307,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00969368379387989,0.00240821624264198,0.00545450636243823
1,2016-02-02,0.00917343122613881,0.0652877963774662,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00864227061998271,0.00206451300243104,0.00477152256759982
1,2016-02-11,0.0207216002697342,0.127159046391651,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.016003432740197,0.00467959010383307,0.00907300046665499
1,2016-02-09,0.0170869643118433,0.104427290753332,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0137348294239911,0.00383926470619777,0.00784885195296192
1,2016-02-18,0.0343026505901107,0.240453254788002,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0252466449451905,0.0081750143338146,0.0126500530394661
1,2016-02-16,0.0306847325121872,0.196192574808107,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0225630818132385,0.00715436375810411,0.0119202455283367
1,2016-02-05,0.0116985616593918,0.0610824149827769,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0103233908364065,0.00262171779253327,0.00584842536644226
1,2016-02-03,0.00990153754397828,0.0630611990361746,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0091362113913432,0.00222373048834234,0.00509665828347921
1,2016-02-12,0.0226824268078321,0.160383847337005,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0172420086377808,0.00514312490686363,0.00969764866866603
1,2016-02-21,0.0391749527468198,0.228353799921016,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0292366339012636,0.00972066586761413,0.0132175515677756
1,2016-02-19,0.0359218349956039,0.258854049078862,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0265542771159972,0.00867385389769314,0.0128765967414466
1,2016-02-28,0.0621045865641804,0.465254338126092,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0433041745126525,0.0159667549603512,0.0180190532525464
1,2016-02-26,0.0527314068793845,0.23870203809466,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0382009235734168,0.0135916911426564,0.0156607209243169
1,2016-02-29,0.0678923374350788,0.437101043079822,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0462671538880487,0.0173783047356439,0.0195998195469707
1,2016-02-24,0.0458813586137168,0.344560212137967,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0340550231007612,0.0117378400793014,0.0142019477838429
1,2016-02-22,0.0410488219720587,0.298519374747178,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0306954438748799,0.0103120836596105,0.0134329529471794
1,2016-02-20,0.0375059464012543,0.177753803490261,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0278702592081621,0.00918183017796734,0.0130489312083739
1,2016-02-23,0.0432475220167287,0.322274581769855,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0322887318085893,0.0109778062469334,0.013745630474113
1,2016-02-27,0.057071607945126,0.327388943402848,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0406224107385499,0.0147083588404978,0.016714589102982
1,2016-02-25,0.0490219886684251,0.368444581473232,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0360187740249288,0.0126053266334,0.0148317425425907
2,2016-01-25,0.00682074892064696,0.0272790942101027,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00516500561037043,0.00160669493250875,0.00252144605569205
2,2016-01-24,0.00605492383079901,0.0259315975603278,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00459218923744142,0.00140910116890234,0.00229413851312352
2,2016-01-08,0.00272757418089654,0.0190328081243593,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00227769633042788,0.000526411942697636,0.000852271746536219
2,2016-01-17,0.0040255913415826,0.0299332261874816,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00303108932844754,0.000998763060680076,0.00152509926211954
2,2016-01-15,0.00390316817194088,0.0227464426215043,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0029496022405963,0.000978253041152512,0.00141750731245209
2,2016-01-26,0.00777108668723445,0.0502077571438549,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00587023421935785,0.00186251930772823,0.00279436957932013
2,2016-01-13,0.00376470465533676,0.031367307615956,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00287570680120397,0.000931524369857424,0.00130544771971063
2,2016-01-11,0.00351560343329871,0.0307314196375251,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00274136714980533,0.000832126129089793,0.00116553289488609
2,2016-01-09,0.0030612671473552,0.0165500177452318,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00247854742593517,0.000653607401144619,0.000974375248969428
2,2016-01-18,0.00411034947081491,0.0353728044608527,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00309594094694063,0.00100745198781385,0.00158452849236583
2,2016-01-16,0.00396047246522756,0.0250259240820943,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00298514458718548,0.000990132200030674,0.001470400018357
2,2016-01-27,0.00892780123828336,0.0413427713742884,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00672287518958506,0.00218441232033444,0.00311833230485774
2,2016-01-14,0.00384185379191359,0.0263312513488833,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00291595780612185,0.000959819219332471,0.00136349769577867
2,2016-01-12,0.00365989609240145,0.0250678302607648,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00282034474328452,0.000890062128014239,0.00124043393562181
2,2016-01-10,0.00332000200821961,0.0253104942730344,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00263026953820826,0.000754410008370964,0.00107782114887734
2,2016-01-19,0.00422824476238561,0.0364529464103283,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00318928653232675,0.00102026062298854,0.00165202778642599
2,2016-01-30,0.0137944441068174,0.0921659912558901,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0102761922977857,0.00359761857035822,0.00443564794953511
2,2016-01-28,0.0103127566815156,0.078526800508669,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00773792864623334,0.00258021199610104,0.00349875745315481
2,2016-02-06,0.0311515895292686,0.183863785142842,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0230957159695339,0.00827697190762793,0.00898770863608095
2,2016-02-15,0.0596108215938157,0.388378272418406,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0443299414242601,0.0151847357286639,0.0158931216709519
2,2016-02-13,0.0520488164933611,0.36132900549039,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0390038795272432,0.012779111357908,0.0142347103937675
2,2016-01-22,0.00498935525043407,0.0159293213157326,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00378379269903346,0.00115725337343414,0.00195467848776535
2,2016-01-31,0.0158518507725053,0.124128415575632,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0117756660631698,0.00419741232434991,0.00498227980546661
2,2016-01-29,0.011940266803578,0.0754399499134608,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00892550956176745,0.0030543482520702,0.00393918825107479
2,2016-02-07,0.0339753428077042,0.231263034264034,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0252360247891673,0.0089193321663206,0.00972155678837588
2,2016-02-16,0.0639239664582259,0.372731331004885,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0472189661098268,0.0168377030345572,0.0167777288329496
2,2016-02-14,0.0556705618996388,0.351243883650196,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.041598112659169,0.013849725617323,0.0150474225018456
2,2016-01-23,0.00545174730996867,0.0380734295045282,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.00413678497538953,0.00126189999113536,0.00210702373076461
2,2016-02-01,0.0180890489819136,0.1032184288529,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0134096200668014,0.00484111888743014,0.00557322707580021
2,2016-02-10,0.0425509571785806,0.32637010990528,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0318507510573509,0.0106180302649539,0.0119352871170707
2,2016-02-08,0.0368148228987619,0.292033827132026,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0274106383092204,0.00951733084779557,0.0104587231535892
2,2016-02-17,0.0686643673752037,0.412634512345266,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0502847870031802,0.0188621888776294,0.0177071649197017
2,2016-02-26,0.120907469065409,0.441845546619704,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0827451732897163,0.0437715568838851,0.0272146388226393
2,2016-02-04,0.0256450146851771,0.12326739495263,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0189752555959992,0.0069096091650502,0.00755339394252253
2,2016-02-02,0.0204826009163139,0.172583715749723,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0151637435175624,0.0055161276329837,0.00620263301746679
2,2016-02-11,0.0455433850151662,0.284165291201205,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0341497990136449,0.0112168250243499,0.0126845636332432
2,2016-02-09,0.0396595601005572,0.256686088229096,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0296108975849797,0.0100693859869779,0.0111953139344737
2,2016-02-18,0.0738863952270833,0.453229628034548,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0535470043916308,0.0213117546005069,0.0186873508630715
2,2016-02-27,0.125376466466445,0.549321560425624,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0860986548192863,0.0448220817885816,0.0281686729441986
2,2016-02-05,0.0283670008821835,0.16560279798429,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0210040226414385,0.00760286069833274,0.00826303543977345
2,2016-02-03,0.0230090687569778,0.17274175323625,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0170237256243344,0.00620982793439548,0.00686464088739727
2,2016-02-12,0.0486912144926483,0.34301257909568,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0365276417411721,0.0119193316077925,0.0134490644148544
2,2016-02-21,0.0919842636231755,0.448377375581578,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0643679128094526,0.0307314765617559,0.0218919928576081
2,2016-02-19,0.0796073214298175,0.487433767643158,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0570126213183698,0.0242023664379466,0.0197205178062587
2,2016-02-28,0.129202274906928,0.68203577254308,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0892779827379543,0.0451424841223396,0.0290667203611222
2,2016-02-20,0.0856960195338331,0.362702624524454,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0606382518501119,0.0273996101932267,0.0207941377378099
2,2016-02-29,0.132300380087354,0.632885263552446,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0922555984191488,0.0446455845675551,0.0299008889502773
2,2016-02-24,0.110377964579694,0.615707460388327,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0756259839041567,0.0398288566320888,0.0251701789581459
2,2016-02-22,0.0983038277818904,0.561906098410634,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0681456210189868,0.0340259562389427,0.0229978653655363
2,2016-02-25,0.115879797003324,0.627506776541805,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0792450967758158,0.0420780887258528,0.0262125101195775
2,2016-02-23,0.104486486094023,0.59773047947814,0.0388774334022668,0.0318891861111445,0.0368588875659481,0.00257765644980862,0.00209733104362728,0.00270497958067507,0.0719153933013101,0.0371110399201958,0.0240955374614777
3,2016-01-18,0.00714611137393643,0.0627173699795872,0.0358283559979859,0.0276805287671223,0.0272615188029908,0.00259962643070579,0.000989692186057028,0.00379683077081977,0.00444478010873378,0.000857673392473507,0.00184488961033197
3,2016-01-16,0.00626290096689827,0.0394893236203073,0.0358283559979859,0.0276805287671223,0.0272615188029908,0.00259962643070579,0.000989692186057028,0.00379683077081977,0.00398266125473455,0.000764913420884471,0.00160850515268338
3,2016-01-17,0.00668235947663598,0.0500063395831579,0.0358283559979859,0.0276805287671223,0.0272615188029908,0.00259962643070579,0.000989692186057028,0.00379683077081977,0.0041962280503952,0.000804358219469381,0.00172133139170403
